user_id,seq,type_seq
64546,"[121, 30, 41, 113, 329, 111, 210, 175, 232]","[9, 12, 12, 12, 6, 9, 9, 7, 5]"
18612,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
55509,"[4, 122, 7, 102, 369, 86, 437, 118, 21, 516, 27, 432, 139, 532, 268, 172, 439]","[4, 11, 5, 10, 13, 1, 4, 14, 11, 2, 7, 9, 15, 9, 9, 8, 18]"
1560,"[299, 140, 109, 211]","[1, 19, 2, 4]"
43712,"[46, 87, 148, 22, 69, 573, 236, 49, 18, 15, 170, 360, 214]","[15, 9, 5, 11, 7, 14, 6, 9, 7, 7, 7, 16, 9]"
73202,"[303, 360, 366, 176, 280, 391, 263, 57, 5]","[16, 16, 19, 7, 10, 3, 19, 5, 1]"
10380,"[15, 432, 22, 18, 55, 293]","[7, 9, 11, 7, 7, 7]"
54471,"[20, 230, 358, 15]","[7, 6, 6, 7]"
71812,"[244, 315, 44, 551]","[9, 9, 9, 6]"
65697,"[118, 573, 102, 88, 122]","[14, 14, 10, 16, 11]"
27608,"[74, 141, 230, 358, 19, 260, 10, 27, 95, 264, 68, 150, 434, 7]","[11, 10, 6, 6, 7, 9, 6, 7, 13, 9, 5, 6, 6, 5]"
63164,"[130, 122, 118, 439, 372, 387, 393, 231, 141, 8, 398, 655]","[11, 11, 14, 18, 18, 9, 15, 5, 10, 5, 14, 13]"
61903,"[91, 70, 410, 32, 106, 90, 5, 147, 79, 50, 156, 172, 39, 65, 33, 49]","[13, 10, 6, 13, 5, 9, 1, 5, 1, 7, 1, 8, 12, 9, 6, 9]"
6988,"[292, 365, 228, 133, 95, 369]","[5, 3, 5, 7, 13, 13]"
18654,"[91, 240, 188, 923]","[13, 13, 21, 19]"
74585,"[63, 70, 384, 58]","[9, 10, 20, 2]"
59102,"[55, 64, 145, 18, 16]","[7, 12, 7, 7, 9]"
63645,"[15, 149, 12, 99, 18, 24, 129, 138, 19]","[7, 7, 7, 7, 7, 7, 7, 7, 7]"
73741,"[215, 22, 66, 551, 417]","[12, 11, 12, 6, 6]"
26472,"[88, 303, 122, 230]","[16, 16, 11, 6]"
23731,"[733, 942, 943, 873, 944]","[13, 13, 13, 13, 13]"
63543,"[231, 189, 102, 237]","[5, 5, 10, 18]"
16845,"[207, 926, 301, 291]","[5, 19, 9, 7]"
33814,"[640, 179, 149, 24, 20, 439]","[5, 7, 7, 7, 7, 18]"
4529,"[320, 261, 86, 85, 180, 211]","[15, 5, 1, 4, 5, 4]"
10641,"[15, 20, 18, 178, 12, 31, 55, 56, 24, 564]","[7, 7, 7, 12, 7, 7, 7, 7, 7, 7]"
60224,"[5, 176, 232, 90, 268, 51, 109, 170]","[1, 7, 5, 9, 9, 7, 2, 7]"
42125,"[87, 198, 123, 428, 88]","[9, 17, 12, 13, 16]"
20640,"[793, 820, 877, 948]","[13, 13, 13, 13]"
45776,"[98, 19, 24, 137, 132, 18, 27, 55, 166, 12, 22, 122]","[7, 7, 7, 7, 7, 7, 7, 7, 9, 7, 11, 11]"
56534,"[261, 15, 143, 177, 30, 18, 12, 66, 16, 20, 166, 11]","[5, 7, 15, 11, 12, 7, 7, 12, 9, 7, 9, 7]"
37686,"[15, 269, 99, 130, 19, 98]","[7, 7, 7, 11, 7, 7]"
58500,"[146, 518, 46, 270, 143]","[15, 15, 15, 5, 15]"
5611,"[225, 55, 30, 138, 558]","[17, 7, 12, 7, 7]"
5733,"[18, 9, 74, 138, 19, 354, 141, 15, 50, 347, 64, 178, 67]","[7, 3, 11, 7, 7, 12, 10, 7, 7, 9, 12, 12, 12]"
10263,"[340, 46, 146, 518]","[20, 15, 15, 15]"
24874,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
81568,"[329, 628, 551, 123]","[6, 6, 6, 12]"
54653,"[407, 404, 196, 183, 5, 86, 197, 402, 400, 140, 295, 261, 107, 94, 296, 339, 96, 57]","[3, 13, 9, 10, 1, 1, 9, 15, 15, 19, 17, 5, 17, 3, 3, 3, 5, 5]"
64376,"[270, 106, 195, 21]","[5, 5, 9, 11]"
61952,"[272, 30, 329, 12, 13, 283, 141]","[7, 12, 6, 7, 8, 7, 10]"
65355,"[551, 358, 329, 230, 30, 348, 330, 66, 18, 19, 120, 651, 215, 168]","[6, 6, 6, 6, 12, 7, 7, 12, 7, 7, 9, 7, 12, 7]"
71543,"[449, 20, 19, 283, 31, 149, 11, 269, 18, 12, 27, 71, 241, 132]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 11, 7, 7]"
41191,"[18, 22, 12, 5]","[7, 11, 7, 1]"
57065,"[47, 56, 20, 554, 175]","[7, 7, 7, 7, 7]"
54377,"[244, 357, 396, 192, 270, 14]","[9, 3, 3, 10, 5, 8]"
75784,"[449, 176, 19, 27, 23, 348, 108, 22]","[7, 7, 7, 7, 7, 7, 8, 11]"
27816,"[118, 5, 88, 15]","[14, 1, 16, 7]"
66655,"[516, 5, 58, 263]","[2, 1, 2, 19]"
55192,"[175, 163, 204, 2]","[7, 9, 9, 2]"
29294,"[409, 30, 22, 21, 147]","[9, 12, 11, 11, 5]"
47162,"[207, 117, 572, 220, 240, 361]","[5, 5, 5, 4, 13, 5]"
44531,"[207, 4, 117, 572]","[5, 4, 5, 5]"
33957,"[640, 12, 15, 114, 177, 120, 24, 5, 30, 64, 439]","[5, 7, 7, 18, 11, 9, 7, 1, 12, 12, 18]"
33878,"[30, 230, 84, 741, 559, 215, 439, 8]","[12, 6, 5, 5, 3, 12, 18, 5]"
21552,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
54341,"[138, 5, 24, 18]","[7, 1, 7, 7]"
19944,"[793, 820, 877, 948]","[13, 13, 13, 13]"
72609,"[112, 94, 452, 221, 85, 292, 296, 162]","[9, 3, 4, 1, 4, 5, 3, 3]"
75721,"[19, 18, 55, 50, 268, 156]","[7, 7, 7, 7, 9, 1]"
3571,"[30, 37, 35, 66, 113, 354]","[12, 12, 12, 12, 12, 12]"
72229,"[15, 19, 27, 24]","[7, 7, 7, 7]"
27068,"[278, 39, 452, 443, 365, 89]","[1, 12, 4, 18, 3, 16]"
78620,"[1243, 443, 807, 883]","[13, 18, 8, 8]"
64562,"[222, 96, 109, 46]","[19, 5, 2, 15]"
7,"[15, 24, 18, 20]","[7, 7, 7, 7]"
21491,"[950, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
50954,"[240, 572, 361, 220, 117]","[13, 5, 5, 4, 5]"
47454,"[572, 4, 207, 361]","[5, 4, 5, 5]"
47622,"[207, 1, 117, 572, 543, 361]","[5, 1, 5, 5, 1, 5]"
80468,"[19, 47, 98, 14]","[7, 7, 7, 8]"
21194,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
38918,"[123, 345, 329, 88]","[12, 9, 6, 16]"
31912,"[570, 185, 127, 13]","[18, 10, 4, 8]"
22078,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
45564,"[207, 27, 361, 288]","[5, 7, 5, 1]"
43634,"[44, 120, 258, 385, 123]","[9, 9, 9, 7, 12]"
24376,"[793, 948, 947, 949, 942, 733]","[13, 13, 13, 13, 13, 13]"
54323,"[263, 109, 140, 366, 222, 334, 77]","[19, 2, 19, 19, 19, 1, 1]"
50617,"[113, 315, 314, 532, 49, 166, 265, 305, 531, 347, 309]","[12, 9, 9, 9, 9, 9, 9, 9, 9, 9, 5]"
41363,"[551, 130, 329, 66, 434]","[6, 11, 6, 12, 6]"
22338,"[793, 947, 948, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
80342,"[30, 24, 232, 283, 121]","[12, 7, 5, 7, 9]"
33710,"[559, 700, 37, 439, 8]","[3, 5, 12, 18, 5]"
75730,"[360, 14, 106, 45]","[16, 8, 5, 1]"
55390,"[9, 24, 15, 12]","[3, 7, 7, 7]"
58867,"[543, 581, 171, 361]","[1, 1, 17, 5]"
41356,"[143, 293, 138, 15]","[15, 7, 7, 7]"
31777,"[826, 950, 793, 947, 948, 949, 942, 733, 943, 873, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
65854,"[241, 448, 242, 24, 173]","[7, 7, 7, 7, 7]"
31125,"[826, 950, 793, 948, 947, 949, 942, 733, 873, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
25250,"[793, 948, 947, 949, 950, 942, 943, 944, 873, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
48974,"[207, 117, 361, 240, 220, 572]","[5, 5, 5, 13, 4, 5]"
61102,"[304, 283, 19, 98]","[7, 7, 7, 7]"
4702,"[288, 431, 77, 141, 301, 92, 333, 18, 496]","[1, 1, 1, 10, 9, 15, 9, 7, 1]"
44232,"[306, 176, 12, 130, 434, 551, 66, 283, 330, 215]","[12, 7, 7, 11, 6, 6, 12, 7, 7, 12]"
78233,"[30, 16, 166, 168]","[12, 9, 9, 7]"
27240,"[88, 12, 303, 109]","[16, 7, 16, 2]"
69455,"[611, 5, 153, 34]","[19, 1, 1, 1]"
50650,"[207, 572, 117, 1]","[5, 5, 5, 1]"
76245,"[767, 360, 176, 122, 379, 12]","[7, 16, 7, 11, 10, 7]"
17005,"[263, 292, 117, 311, 524, 313, 234, 294, 9, 52, 285, 405, 42, 47, 399, 419, 401, 50, 516]","[19, 5, 5, 4, 7, 7, 7, 7, 3, 10, 17, 4, 7, 7, 13, 4, 15, 7, 2]"
8923,"[170, 99, 51, 55]","[7, 7, 7, 7]"
24969,"[793, 820, 877, 948]","[13, 13, 13, 13]"
39276,"[109, 27, 12, 18]","[2, 7, 7, 7]"
55740,"[13, 220, 149, 23]","[8, 4, 7, 7]"
44678,"[211, 52, 95, 449, 309, 290, 185]","[4, 10, 13, 7, 5, 4, 10]"
28658,"[49, 132, 137, 345, 214, 30]","[9, 7, 7, 9, 9, 12]"
79123,"[51, 69, 321, 241]","[7, 7, 13, 7]"
59869,"[131, 176, 14, 18, 138]","[7, 7, 8, 7, 7]"
51464,"[151, 359, 198, 94, 157]","[17, 5, 17, 3, 2]"
21286,"[15, 283, 12, 18, 304, 19, 23, 90, 32]","[7, 7, 7, 7, 7, 7, 7, 9, 13]"
74742,"[412, 133, 176, 91, 321]","[13, 7, 7, 13, 13]"
5550,"[119, 316, 391, 183, 270]","[8, 3, 3, 10, 5]"
2434,"[26, 27, 30, 74]","[7, 7, 12, 11]"
17259,"[733, 943, 873, 944]","[13, 13, 13, 13]"
62234,"[1014, 71, 1028, 1020, 1023]","[22, 11, 9, 9, 9]"
44835,"[22, 44, 470, 258]","[11, 9, 9, 9]"
69504,"[5, 153, 109, 611, 34]","[1, 1, 2, 19, 1]"
63982,"[280, 422, 58, 7, 159]","[10, 17, 2, 5, 5]"
30789,"[948, 793, 947, 949, 826, 950]","[13, 13, 13, 13, 13, 13]"
33573,"[90, 23, 179, 439, 8]","[9, 7, 7, 18, 5]"
21357,"[793, 325, 820, 877, 948]","[13, 4, 13, 13, 13]"
30330,"[203, 200, 193, 278, 230, 46, 172]","[4, 4, 4, 1, 6, 15, 8]"
57407,"[51, 55, 27, 26, 56, 19, 18]","[7, 7, 7, 7, 7, 7, 7]"
78118,"[1261, 561, 61, 562]","[5, 5, 5, 5]"
31722,"[826, 950, 948, 947, 949, 793, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
37797,"[27, 138, 132, 12]","[7, 7, 7, 7]"
917,"[5, 109, 27, 58]","[1, 2, 7, 2]"
16074,"[381, 476, 382, 195, 115, 470]","[9, 4, 9, 9, 9, 9]"
55374,"[13, 175, 18, 12, 270, 31, 132]","[8, 7, 7, 7, 5, 7, 7]"
32805,"[52, 370, 94, 292, 490]","[10, 17, 3, 5, 9]"
36887,"[204, 405, 141, 122, 260]","[9, 4, 10, 11, 9]"
23219,"[793, 948, 820, 877]","[13, 13, 13, 13]"
46523,"[926, 207, 572, 240, 220, 117, 361]","[19, 5, 5, 13, 4, 5, 5]"
21120,"[283, 313, 19, 15, 449, 176, 28, 24, 131, 27]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
36877,"[23, 55, 187, 348, 283]","[7, 7, 9, 7, 7]"
33200,"[114, 18, 20, 11, 149]","[18, 7, 7, 7, 7]"
60976,"[66, 15, 30, 64]","[12, 7, 12, 12]"
20118,"[793, 820, 948, 877]","[13, 13, 13, 13]"
44187,"[74, 19, 18, 30]","[11, 7, 7, 12]"
67371,"[236, 13, 7, 165]","[6, 8, 5, 20]"
65621,"[16, 139, 63, 13]","[9, 15, 9, 8]"
18459,"[793, 820, 877, 948]","[13, 13, 13, 13]"
70444,"[131, 138, 241, 56, 15, 18, 542, 313, 294, 554, 591, 19]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
35347,"[873, 942, 733, 943, 944]","[13, 13, 13, 13, 13]"
59253,"[519, 230, 583, 22]","[1, 6, 6, 11]"
65589,"[10, 372, 230, 74, 68]","[6, 18, 6, 11, 5]"
73952,"[523, 27, 15, 58]","[19, 7, 7, 2]"
60023,"[37, 230, 66, 551, 30]","[12, 6, 12, 6, 12]"
1988,"[283, 71, 177, 147]","[7, 11, 11, 5]"
74979,"[221, 45, 301, 223]","[1, 1, 9, 1]"
44272,"[12, 42, 18, 24, 19, 28, 138, 98, 542]","[7, 7, 7, 7, 7, 7, 7, 7, 7]"
62669,"[19, 20, 18, 42, 12]","[7, 7, 7, 7, 7]"
50809,"[12, 15, 27, 18, 133, 372, 9, 157, 338, 292, 228, 288, 30]","[7, 7, 7, 7, 7, 18, 3, 2, 2, 5, 5, 1, 12]"
33870,"[43, 28, 149, 16, 30, 23, 166, 18, 215, 641, 439]","[7, 7, 7, 9, 12, 7, 9, 7, 12, 12, 18]"
16577,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
49304,"[211, 90, 387, 15, 176, 516]","[4, 9, 9, 7, 7, 2]"
42406,"[211, 91, 123, 387, 85, 489]","[4, 13, 12, 9, 4, 5]"
28339,"[942, 944, 873, 733, 943]","[13, 13, 13, 13, 13]"
64132,"[185, 70, 358, 123]","[10, 10, 6, 12]"
10022,"[348, 28, 361, 474, 168, 112, 16]","[7, 7, 5, 9, 7, 9, 9]"
80228,"[215, 66, 30, 12, 166, 122]","[12, 12, 12, 7, 9, 11]"
75894,"[211, 5, 49, 15, 470, 258]","[4, 1, 9, 7, 9, 9]"
43945,"[270, 78, 127, 516, 58, 159, 292, 390]","[5, 13, 4, 2, 2, 5, 5, 17]"
59685,"[16, 532, 358, 310]","[9, 9, 6, 9]"
58503,"[14, 231, 185, 13]","[8, 5, 10, 8]"
74164,"[15, 360, 88, 516]","[7, 16, 16, 2]"
22583,"[873, 944, 942, 733, 943]","[13, 13, 13, 13, 13]"
21581,"[90, 221, 57, 277, 246, 452, 182, 127, 359, 317, 457, 290, 32, 13, 7, 211, 338, 489]","[9, 1, 5, 18, 8, 4, 8, 4, 5, 4, 5, 4, 13, 8, 5, 4, 2, 5]"
37308,"[20, 98, 12, 18]","[7, 7, 7, 7]"
19521,"[942, 733, 943, 944, 873, 950]","[13, 13, 13, 13, 13, 13]"
56095,"[445, 372, 516, 325]","[10, 18, 2, 4]"
57070,"[30, 159, 178, 71, 215, 66]","[12, 5, 12, 11, 12, 12]"
56855,"[12, 31, 189, 18, 199]","[7, 7, 5, 7, 1]"
23204,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
61657,"[79, 385, 68, 1, 323, 37, 109, 18, 159, 516]","[1, 7, 5, 1, 4, 12, 2, 7, 5, 2]"
69127,"[141, 449, 14, 13, 184, 263, 297]","[10, 7, 8, 8, 18, 19, 8]"
56978,"[231, 182, 57, 113, 17]","[5, 8, 5, 12, 10]"
53542,"[12, 31, 74, 18]","[7, 7, 11, 7]"
44786,"[207, 240, 572, 117, 220, 361]","[5, 13, 5, 5, 4, 5]"
78300,"[516, 221, 201, 263, 367]","[2, 1, 1, 19, 19]"
80172,"[24, 18, 28, 19, 98, 283, 348, 132, 31, 99, 137, 149]","[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]"
17244,"[947, 949, 793, 948, 943, 944, 873, 942, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
51782,"[950, 826, 13, 944, 942, 943, 873, 733]","[13, 13, 8, 13, 13, 13, 13, 13]"
80144,"[809, 990, 989, 808, 813, 988, 810]","[11, 5, 19, 19, 19, 1, 8]"
35713,"[109, 278, 334, 152, 154, 232, 124, 299, 34, 439, 372, 71, 7, 319, 57, 47, 114, 240, 15, 153, 223, 333, 446, 490, 413, 450, 477, 233, 141, 440, 344, 175, 77, 22, 1, 185, 242, 79, 58, 21, 516, 45, 138, 150, 254, 703, 604, 235, 280, 184]","[2, 1, 1, 1, 1, 5, 12, 1, 1, 18, 18, 11, 5, 10, 5, 7, 18, 13, 7, 1, 1, 9, 5, 9, 9, 9, 9, 7, 10, 9, 5, 7, 1, 11, 1, 10, 7, 1, 2, 11, 2, 1, 7, 6, 1, 5, 5, 2, 10, 18]"
63661,"[121, 55, 145, 36]","[9, 7, 7, 11]"
81191,"[372, 516, 379, 570, 207, 439]","[18, 2, 10, 18, 5, 18]"
51592,"[91, 297, 30, 151, 283, 18, 19, 168]","[13, 8, 12, 17, 7, 7, 7, 7]"
62328,"[22, 177, 121, 433]","[11, 11, 9, 16]"
44318,"[207, 140, 288, 117, 361]","[5, 19, 1, 5, 5]"
76936,"[61, 562, 561, 1261]","[5, 5, 5, 5]"
30872,"[15, 138, 171, 32, 516]","[7, 7, 17, 13, 2]"
22151,"[793, 820, 877, 948]","[13, 13, 13, 13]"
66031,"[438, 437, 32, 193, 119, 518, 127, 221]","[4, 4, 13, 4, 8, 15, 4, 1]"
11241,"[120, 20, 98, 233, 24, 55, 29, 18, 448]","[9, 7, 7, 7, 7, 7, 12, 7, 7]"
79071,"[18, 19, 138, 283, 20, 348]","[7, 7, 7, 7, 7, 7]"
58442,"[15, 68, 12, 27, 311, 325, 90, 240, 371]","[7, 5, 7, 7, 4, 4, 9, 13, 5]"
28421,"[518, 46, 143, 146]","[15, 15, 15, 15]"
80510,"[141, 230, 280, 102, 76, 661, 526]","[10, 6, 10, 10, 3, 14, 11]"
60454,"[7, 50, 240, 211, 220, 288, 4, 141, 250]","[5, 7, 13, 4, 4, 1, 4, 10, 8]"
51227,"[22, 345, 65, 102, 120, 55, 148, 433]","[11, 9, 9, 10, 9, 7, 5, 16]"
21959,"[793, 948, 947, 949, 943, 942, 733, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
35564,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
47377,"[278, 119, 85, 183]","[1, 8, 4, 10]"
56957,"[297, 14, 66, 359, 15, 369, 59, 415, 184, 341, 67]","[8, 8, 12, 5, 7, 13, 3, 3, 18, 4, 12]"
55257,"[343, 263, 143, 63, 47, 132, 33]","[7, 19, 15, 9, 7, 7, 6]"
31403,"[820, 877, 948, 793]","[13, 13, 13, 13]"
28368,"[877, 948, 820, 793]","[13, 13, 13, 13]"
10073,"[473, 890, 361, 900]","[18, 5, 5, 13]"
35807,"[141, 140, 148, 96]","[10, 19, 5, 5]"
29297,"[198, 141, 21, 5]","[17, 10, 11, 1]"
50235,"[207, 117, 1, 543, 361, 572]","[5, 5, 1, 1, 5, 5]"
29635,"[31, 12, 138, 18, 19, 98, 20, 27, 50]","[7, 7, 7, 7, 7, 7, 7, 7, 7]"
35317,"[123, 76, 280, 329, 230]","[12, 3, 10, 6, 6]"
13425,"[105, 237, 84, 700, 627, 559, 244]","[5, 18, 5, 5, 5, 3, 9]"
44704,"[143, 76, 139, 79, 172, 231]","[15, 3, 15, 1, 8, 5]"
12431,"[372, 141, 9, 647, 91]","[18, 10, 3, 7, 13]"
10560,"[305, 315, 112, 111, 258]","[9, 9, 9, 9, 9]"
26172,"[414, 76, 118, 358, 30]","[9, 3, 14, 6, 12]"
29511,"[91, 12, 5, 46, 270]","[13, 7, 1, 15, 5]"
19533,"[926, 220, 207, 105]","[19, 4, 5, 5]"
69286,"[64, 12, 447, 178, 66, 271]","[12, 7, 8, 12, 12, 12]"
54328,"[109, 15, 385, 148, 32, 237, 27, 304, 366, 13, 138, 2, 199, 1, 159]","[2, 7, 7, 5, 13, 18, 7, 7, 19, 8, 7, 2, 1, 1, 5]"
60647,"[88, 428, 236, 230, 30]","[16, 13, 6, 6, 12]"
30098,"[826, 950, 942, 793, 948, 947, 949, 873, 944, 733, 943]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
38798,"[90, 228, 171, 221, 122, 5]","[9, 5, 17, 1, 11, 1]"
16666,"[328, 303, 88, 360, 89]","[9, 16, 16, 16, 16]"
8431,"[84, 559, 627, 741]","[5, 3, 5, 5]"
37541,"[564, 12, 18, 129, 69, 24, 138, 379]","[7, 7, 7, 7, 7, 7, 7, 10]"
51849,"[12, 18, 166, 30, 121, 20]","[7, 7, 9, 12, 9, 7]"
59409,"[348, 99, 132, 131, 19, 283, 330, 31, 347, 30, 271, 98]","[7, 7, 7, 7, 7, 7, 7, 7, 9, 12, 12, 7]"
7591,"[278, 14, 32, 172, 456, 50, 411]","[1, 8, 13, 8, 1, 7, 2]"
31168,"[28, 47, 139, 109, 37, 329, 63, 112, 358, 111, 166, 138, 24, 25, 30, 488, 267]","[7, 7, 15, 2, 12, 6, 9, 9, 6, 9, 9, 7, 7, 7, 12, 7, 7]"
75607,"[516, 211, 325, 314]","[2, 4, 4, 9]"
35796,"[50, 170, 268, 111, 74]","[7, 7, 9, 9, 11]"
8197,"[15, 120, 178, 22]","[7, 9, 12, 11]"
27939,"[826, 950, 942, 733, 943, 944, 873, 947, 949, 793, 948]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
4925,"[278, 49, 258, 264]","[1, 9, 9, 9]"
45182,"[70, 9, 180, 196, 270, 288, 85, 91, 63, 211, 157, 320, 50, 3, 139, 14, 198, 199, 192, 203, 200, 86, 151, 201, 193, 202, 194, 263, 52, 334, 287, 206, 96, 366, 34, 95, 181, 364, 367, 222, 136, 374, 293]","[10, 3, 5, 9, 5, 1, 4, 13, 9, 4, 2, 15, 7, 3, 15, 8, 17, 1, 10, 4, 4, 1, 17, 1, 4, 4, 17, 19, 10, 1, 4, 18, 5, 19, 1, 13, 13, 17, 19, 19, 17, 13, 7]"
52126,"[283, 815, 339, 211]","[7, 2, 3, 4]"
55375,"[370, 194, 171, 141, 263, 52]","[17, 17, 17, 10, 19, 10]"
51993,"[138, 175, 123, 15, 12]","[7, 7, 12, 7, 7]"
6408,"[18, 47, 23, 55]","[7, 7, 7, 7]"
51043,"[207, 572, 4, 117, 361]","[5, 5, 4, 5, 5]"
44250,"[163, 187, 90, 120, 30, 88, 586]","[9, 9, 9, 9, 12, 16, 14]"
80146,"[810, 809, 988, 813, 990, 808, 989]","[8, 11, 1, 19, 5, 19, 19]"
28033,"[230, 358, 24, 38]","[6, 6, 7, 9]"
56333,"[722, 215, 67, 30]","[12, 12, 12, 12]"
29619,"[183, 257, 392, 200, 17, 12, 379]","[10, 10, 10, 4, 10, 7, 10]"
40679,"[139, 293, 27, 367]","[15, 7, 7, 19]"
24179,"[793, 820, 877, 948]","[13, 13, 13, 13]"
20935,"[942, 733, 873, 943, 944]","[13, 13, 13, 13, 13]"
21715,"[138, 233, 19, 98, 47]","[7, 7, 7, 7, 7]"
74667,"[50, 5, 23, 12, 132, 354, 454]","[7, 1, 7, 7, 7, 12, 12]"
40132,"[112, 49, 29, 171]","[9, 9, 12, 17]"
38506,"[70, 63, 12, 27, 76]","[10, 9, 7, 7, 3]"
67242,"[264, 360, 22, 186, 492, 4, 12, 230, 283]","[9, 16, 11, 11, 11, 4, 7, 6, 7]"
68451,"[13, 230, 186, 22, 21]","[8, 6, 11, 11, 11]"
19696,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
57444,"[18, 19, 98, 138]","[7, 7, 7, 7]"
40558,"[405, 68, 47, 233, 19]","[4, 5, 7, 7, 7]"
19770,"[942, 873, 733, 943, 944]","[13, 13, 13, 13, 13]"
22477,"[950, 873, 944, 733, 943, 942]","[13, 13, 13, 13, 13, 13]"
23775,"[873, 942, 733, 944, 943]","[13, 13, 13, 13, 13]"
7848,"[96, 192, 70, 384, 439]","[5, 10, 10, 20, 18]"
75218,"[617, 317, 133, 784]","[11, 4, 7, 11]"
81884,"[266, 141, 545, 427, 171, 257, 397, 422, 426, 421, 14, 359, 57, 280, 425, 357, 392, 405, 420, 183, 389, 391, 7, 151, 199, 136, 52, 194, 395, 349, 399, 91, 364, 228, 290, 396, 304, 63, 200, 287, 193, 203, 202, 96, 86, 197, 34, 334, 222, 367, 366, 263, 127, 192, 25, 59, 415, 365, 282, 423, 578, 544, 284, 286, 424, 390, 406, 492, 353, 408, 224, 281, 400, 394, 402, 401, 393, 403, 346, 275, 339, 94, 296, 162, 407, 312, 107, 370, 295, 404, 78, 245, 419, 9, 157, 320, 322, 256, 289, 238, 102]","[4, 10, 17, 17, 17, 10, 10, 17, 17, 17, 8, 5, 5, 10, 17, 3, 10, 4, 4, 10, 3, 3, 5, 17, 1, 17, 10, 17, 13, 13, 13, 13, 17, 5, 4, 3, 7, 9, 4, 4, 4, 4, 4, 5, 1, 9, 1, 1, 19, 19, 19, 19, 4, 10, 7, 3, 3, 3, 3, 17, 17, 17, 18, 18, 4, 17, 18, 11, 10, 3, 17, 15, 15, 15, 15, 15, 15, 15, 15, 13, 3, 3, 3, 3, 3, 17, 17, 17, 17, 13, 13, 8, 4, 3, 2, 15, 15, 10, 4, 11, 10]"
11574,"[9, 647, 345, 141]","[3, 7, 9, 10]"
46598,"[207, 572, 117, 240, 220, 361]","[5, 5, 5, 13, 4, 5]"
67613,"[301, 263, 220, 387]","[9, 19, 4, 9]"
46692,"[207, 1, 117, 543, 361]","[5, 1, 5, 1, 5]"
31905,"[826, 950, 942, 733, 943, 944, 873, 948, 793, 949, 947]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
14009,"[316, 143, 46, 203, 270, 172, 397, 13, 184]","[3, 15, 15, 4, 5, 8, 10, 8, 18]"
36337,"[20, 18, 55, 283, 348]","[7, 7, 7, 7, 7]"
3623,"[78, 166, 329, 13]","[13, 9, 6, 8]"
49222,"[207, 240, 572, 117, 220, 361]","[5, 13, 5, 5, 4, 5]"
35349,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
27792,"[124, 15, 30, 13, 326]","[12, 7, 12, 8, 1]"
47217,"[207, 543, 1, 572, 117, 361]","[5, 1, 1, 5, 5, 5]"
54142,"[96, 106, 410, 171, 76, 79, 114, 201, 122, 52, 221, 238, 372, 141, 102, 338, 2, 516, 117, 7, 159, 469, 439, 156, 231]","[5, 5, 6, 17, 3, 1, 18, 1, 11, 10, 1, 11, 18, 10, 10, 2, 2, 2, 5, 5, 5, 5, 18, 1, 5]"
67814,"[570, 375, 270, 7, 309]","[18, 13, 5, 5, 5]"
6896,"[445, 96, 136, 143, 199]","[10, 5, 17, 15, 1]"
59230,"[68, 5, 367, 2, 387]","[5, 1, 19, 2, 9]"
6235,"[305, 120, 12, 138, 16]","[9, 9, 7, 7, 9]"
18687,"[379, 926, 590, 519]","[10, 19, 1, 1]"
49991,"[50, 170, 18, 19]","[7, 7, 7, 7]"
31381,"[428, 68, 263, 24, 90]","[13, 5, 19, 7, 9]"
